id,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,age,km_class,km_per_year,km_per_month,company
493,TVS Star City Plus,52000.0,2017,Individual,1st owner,25000,,8,5,3125.0,260.417,TVS
494,Bajaj Discover 125,38000.0,2018,Individual,1st owner,34000,60122.0,7,7,4857.143,404.762,Bajaj
495,Bajaj Discover 135,12000.0,2007,Individual,1st owner,60000,,18,12,3333.333,277.778,Bajaj
496,Honda CB Shine SP,47000.0,2017,Individual,1st owner,73000,64750.0,8,15,9125.0,760.417,Honda
497,Honda Activa [2000-2015],22000.0,2014,Individual,1st owner,38000,50267.0,11,8,3454.545,287.879,Honda
498,Bajaj Avenger [2015],65000.0,2015,Individual,1st owner,26000,75502.0,10,6,2600.0,216.667,Bajaj
499,Bajaj Platina 100,23000.0,2013,Individual,2nd owner,24000,,12,5,2000.0,166.667,Bajaj
500,Bajaj Discover 100,30000.0,2011,Individual,1st owner,45000,42859.0,14,9,3214.286,267.857,Bajaj
501,Bajaj Pulsar 150,35000.0,2011,Individual,1st owner,36000,,14,8,2571.429,214.286,Bajaj
502,Bajaj Avenger Street 150 [2018],80000.0,2017,Individual,1st owner,30000,80435.0,8,6,3750.0,312.5,Bajaj
503,Bajaj Platina 100,20000.0,2012,Individual,1st owner,16295,,13,4,1253.462,104.455,Bajaj
504,Bajaj Pulsar 150,16000.0,2011,Individual,2nd owner,59000,,14,12,4214.286,351.19,Bajaj
505,Bajaj Pulsar 150,20000.0,2006,Individual,1st owner,9500,,19,2,500.0,41.667,Bajaj
506,Bajaj Pulsar NS200,50000.0,2012,Individual,1st owner,46000,,13,10,3538.462,294.872,Bajaj
507,Honda CB Trigger,40000.0,2015,Individual,1st owner,75000,76572.0,10,15,7500.0,625.0,Honda
508,Bajaj Pulsar 135 LS,20000.0,2010,Individual,1st owner,80000,64589.0,15,16,5333.333,444.444,Bajaj
509,Bajaj Pulsar 180,65000.0,2018,Individual,1st owner,26000,85011.0,7,6,3714.286,309.524,Bajaj
510,Yamaha YZF R15 S,85000.0,2016,Individual,1st owner,26000,117926.0,9,6,2888.889,240.741,Yamaha
511,Hero Splendor Plus,12000.0,2007,Individual,1st owner,100000,,18,20,5555.556,462.963,Hero
512,Hero Xpulse 200T,105000.0,2019,Individual,1st owner,2900,96500.0,6,1,483.333,40.278,Hero
513,Yamaha FZ S V 2.0,40000.0,2015,Individual,1st owner,25000,84042.0,10,5,2500.0,208.333,Yamaha
514,Bajaj Discover 150,30000.0,2011,Individual,2nd owner,39500,54299.0,14,8,2821.429,235.119,Bajaj
515,Honda Activa [2000-2015],25000.0,2012,Individual,1st owner,40000,50267.0,13,8,3076.923,256.41,Honda
516,Hero Splendor PRO,40000.0,2016,Individual,1st owner,16000,51994.0,9,4,1777.778,148.148,Hero
517,Honda Dream Neo,45000.0,2017,Individual,2nd owner,21000,49211.0,8,5,2625.0,218.75,Honda
518,Bajaj CT 100,40000.0,2018,Individual,1st owner,14000,,7,3,2000.0,166.667,Bajaj
519,Suzuki Access 125,70000.0,2018,Individual,1st owner,7000,76632.0,7,2,1000.0,83.333,Suzuki
520,Honda Activa [2000-2015],30000.0,2012,Individual,1st owner,22000,50267.0,13,5,1692.308,141.026,Honda
521,Hero Honda Pleasure,25000.0,2009,Individual,1st owner,50000,,16,10,3125.0,260.417,Hero Honda
522,Bajaj Platina 100,20000.0,2012,Individual,1st owner,16295,,13,4,1253.462,104.455,Bajaj
523,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,35000,87719.0,8,7,4375.0,364.583,Honda
524,Bajaj V15,50000.0,2017,Individual,1st owner,9000,65626.0,8,2,1125.0,93.75,Bajaj
525,Hero Honda CD Deluxe,25000.0,2010,Individual,1st owner,35000,,15,7,2333.333,194.444,Hero Honda
526,Bajaj Pulsar 150,22000.0,2011,Individual,1st owner,60000,,14,12,4285.714,357.143,Bajaj
527,Honda Activa [2000-2015],35000.0,2013,Individual,1st owner,29500,50267.0,12,6,2458.333,204.861,Honda
528,TVS Apache RTR 160,40000.0,2014,Individual,2nd owner,50000,,11,10,4545.455,378.788,TVS
529,Bajaj Pulsar 220F,75000.0,2016,Individual,1st owner,10500,,9,3,1166.667,97.222,Bajaj
530,Hero Honda Passion PRO [2012],28000.0,2011,Individual,2nd owner,60000,,14,12,4285.714,357.143,Hero Honda
531,Hero Maestro Edge,55000.0,2018,Individual,1st owner,39000,52790.0,7,8,5571.429,464.286,Hero
532,Honda Dio,30000.0,2014,Individual,1st owner,24000,,11,5,2181.818,181.818,Honda
533,Hero Glamour 125,40000.0,2016,Individual,1st owner,15000,61600.0,9,3,1666.667,138.889,Hero
534,Bajaj Avenger Street 160,85000.0,2019,Individual,1st owner,3000,,6,1,500.0,41.667,Bajaj
535,Hero Honda CD Deluxe,12000.0,2007,Individual,2nd owner,100000,,18,20,5555.556,462.963,Hero Honda
536,Yamaha YBR 125,35000.0,2013,Individual,1st owner,20350,54593.0,12,5,1695.833,141.319,Yamaha
537,Bajaj Pulsar 150,25000.0,2015,Individual,2nd owner,50000,,10,10,5000.0,416.667,Bajaj
538,Bajaj Pulsar 150,40000.0,2012,Individual,2nd owner,37000,,13,8,2846.154,237.179,Bajaj
539,Hero Honda CD Deluxe,15000.0,2011,Individual,1st owner,70000,,14,14,5000.0,416.667,Hero Honda
540,Hero Passion PRO i3s,55000.0,2018,Individual,1st owner,15000,54475.0,7,3,2142.857,178.571,Hero
541,Bajaj Pulsar 180,60000.0,2015,Individual,1st owner,28563,85011.0,10,6,2856.3,238.025,Bajaj
542,Yamaha Fazer 25,115000.0,2018,Individual,1st owner,11000,142680.0,7,3,1571.429,130.952,Yamaha
543,TVS Excel,5000.0,1998,Individual,1st owner,60000,,27,12,2222.222,185.185,TVS
544,Honda Shine,40000.0,2015,Individual,1st owner,21121,,10,5,2112.1,176.008,Honda
545,Honda Dream Neo,50000.0,2014,Individual,1st owner,25000,49211.0,11,5,2272.727,189.394,Honda
546,Honda Dio,28000.0,2014,Individual,1st owner,13000,,11,3,1181.818,98.485,Honda
547,Hero Splendor Plus,35000.0,2013,Individual,1st owner,55000,,12,11,4583.333,381.944,Hero
548,Bajaj Xcd,25000.0,2007,Individual,2nd owner,100000,,18,20,5555.556,462.963,Bajaj
549,TVS Streak,20000.0,2009,Individual,2nd owner,36000,,16,8,2250.0,187.5,TVS
550,Bajaj Pulsar 180,40000.0,2013,Individual,1st owner,34000,85011.0,12,7,2833.333,236.111,Bajaj
551,Hero Xtreme 200R,86000.0,2018,Individual,1st owner,12000,93400.0,7,3,1714.286,142.857,Hero
552,Yamaha YZF R15 [2011-2018],65000.0,2011,Individual,1st owner,29000,,14,6,2071.429,172.619,Yamaha
553,Bajaj Avenger Street 150 [2018],60000.0,2017,Individual,1st owner,30000,80435.0,8,6,3750.0,312.5,Bajaj
554,Yamaha RX135,65000.0,1998,Individual,3rd owner,16500,,27,4,611.111,50.926,Yamaha
555,Honda CB Shine SP,41000.0,2017,Individual,1st owner,33000,66697.0,8,7,4125.0,343.75,Honda
556,Honda CBR150 R,110000.0,2017,Individual,1st owner,11800,129662.0,8,3,1475.0,122.917,Honda
557,Honda Dream Yuga,32000.0,2017,Individual,1st owner,39000,56147.0,8,8,4875.0,406.25,Honda
558,Honda Shine,37000.0,2014,Individual,1st owner,16145,,11,4,1467.727,122.311,Honda
559,Hero Splendor Plus i3s,65000.0,2019,Individual,1st owner,1000,55600.0,6,1,166.667,13.889,Hero
560,Hero Honda Passion Plus,18000.0,2007,Individual,2nd owner,50000,,18,10,2777.778,231.481,Hero Honda
561,Hero Honda Passion PRO [2012],28700.0,2012,Individual,2nd owner,49876,,13,10,3836.615,319.718,Hero Honda
562,Honda Activa 3G,35000.0,2016,Individual,1st owner,51000,54605.0,9,11,5666.667,472.222,Honda
563,Bajaj Pulsar 180F,100000.0,2019,Individual,1st owner,1300,,6,1,216.667,18.056,Bajaj
564,Hero Honda Glamour,21000.0,2010,Individual,1st owner,11000,,15,3,733.333,61.111,Hero Honda
565,Bajaj Pulsar 150 [2001-2011],30000.0,2010,Individual,2nd owner,55000,,15,11,3666.667,305.556,Bajaj
566,TVS Apache RTR 200 4V,90000.0,2019,Individual,1st owner,20000,,6,4,3333.333,277.778,TVS
567,Bajaj Super,6000.0,1991,Individual,1st owner,35000,,34,7,1029.412,85.784,Bajaj
568,Hero Honda Passion Plus,23500.0,2010,Individual,1st owner,60000,,15,12,4000.0,333.333,Hero Honda
569,Bajaj Pulsar 150,55000.0,2015,Individual,2nd owner,40000,,10,8,4000.0,333.333,Bajaj
570,Yamaha SZ X,35000.0,2010,Individual,1st owner,46000,65800.0,15,10,3066.667,255.556,Yamaha
571,Hero Honda CD100,15000.0,1998,Individual,1st owner,65000,,27,13,2407.407,200.617,Hero Honda
572,Bajaj Pulsar 180,35000.0,2009,Individual,1st owner,19000,85011.0,16,4,1187.5,98.958,Bajaj
573,Bajaj Pulsar 220 DTS-i,40000.0,2011,Individual,1st owner,26000,,14,6,1857.143,154.762,Bajaj
574,Hero Honda Achiever,15000.0,2009,Individual,1st owner,86000,,16,18,5375.0,447.917,Hero Honda
575,Hero Honda Karizma,40000.0,2011,Individual,2nd owner,340000,,14,68,24285.714,2023.81,Hero Honda
576,Honda CB Unicorn 160,75000.0,2016,Individual,1st owner,40000,77545.0,9,8,4444.444,370.37,Honda
577,Bajaj Avenger Cruise 220,70000.0,2016,Individual,1st owner,10000,,9,2,1111.111,92.593,Bajaj
578,Bajaj Discover 135,22000.0,2007,Individual,1st owner,25000,,18,5,1388.889,115.741,Bajaj
579,Yamaha FZ S V 2.0,80000.0,2019,Individual,1st owner,10000,87042.0,6,2,1666.667,138.889,Yamaha
580,Bajaj Pulsar 150,72000.0,2017,Individual,1st owner,24000,,8,5,3000.0,250.0,Bajaj
581,Hero HF Deluxe,30000.0,2014,Individual,2nd owner,35000,,11,7,3181.818,265.151,Hero
582,Bajaj Pulsar 135 LS,25000.0,2011,Individual,2nd owner,30000,64589.0,14,6,2142.857,178.571,Bajaj
583,Aprilia SR 125,65000.0,2018,Individual,1st owner,6500,,7,2,928.571,77.381,Aprilia
584,Bajaj Pulsar 150,68000.0,2019,Individual,1st owner,10000,,6,2,1666.667,138.889,Bajaj
585,Hero Duet,27000.0,2016,Individual,1st owner,28000,50280.0,9,6,3111.111,259.259,Hero
586,Honda CB Twister,25000.0,2015,Individual,1st owner,35000,57241.0,10,7,3500.0,291.667,Honda
587,Bajaj Discover 125,45000.0,2016,Individual,1st owner,20000,60122.0,9,4,2222.222,185.185,Bajaj
588,Honda CBR-250R,200000.0,2019,Individual,1st owner,5500,202310.0,6,2,916.667,76.389,Honda
589,Bajaj Pulsar 180,20100.0,2008,Individual,1st owner,36000,85011.0,17,8,2117.647,176.471,Bajaj
590,Honda Shine,30000.0,2014,Individual,1st owner,25000,,11,5,2272.727,189.394,Honda
591,Suzuki Swish [2012-2015],30000.0,2014,Individual,1st owner,30000,51685.0,11,6,2727.273,227.273,Suzuki
592,TVS Star City,21000.0,2011,Individual,1st owner,101000,47108.0,14,21,7214.286,601.191,TVS
593,Hero Super Splendor,45000.0,2012,Individual,1st owner,21000,,13,5,1615.385,134.615,Hero
594,Yamaha Fazer [2009-2016],45000.0,2014,Individual,1st owner,57700,84751.0,11,12,5245.455,437.121,Yamaha
595,TVS Scooty Pep DLX,14500.0,2012,Individual,1st owner,44000,,13,9,3384.615,282.051,TVS
596,Honda Dream Yuga,47000.0,2019,Individual,1st owner,8800,56147.0,6,2,1466.667,122.222,Honda
597,TVS Star City Plus,26000.0,2014,Individual,2nd owner,68000,,11,14,6181.818,515.152,TVS
598,Yamaha Fazer [2009-2016],25000.0,2013,Individual,1st owner,120000,84751.0,12,24,10000.0,833.333,Yamaha
599,Hero Honda Street Smart,10000.0,2000,Individual,1st owner,24000,,25,5,960.0,80.0,Hero Honda
600,TVS Apache RTR 160,50000.0,2017,Individual,1st owner,38000,,8,8,4750.0,395.833,TVS
601,Honda Dio,23000.0,2010,Individual,1st owner,40000,,15,8,2666.667,222.222,Honda
602,Honda Activa [2000-2015],50000.0,2014,Individual,1st owner,48000,50267.0,11,10,4363.636,363.636,Honda
603,Hero Maestro Edge,46000.0,2015,Individual,1st owner,14000,55980.0,10,3,1400.0,116.667,Hero
604,Honda CB Hornet 160R,80000.0,2017,Individual,1st owner,18000,87719.0,8,4,2250.0,187.5,Honda
605,Hero Karizma [2003-2014],50000.0,2013,Individual,1st owner,38000,85766.0,12,8,3166.667,263.889,Hero
606,Honda CB Trigger,40000.0,2014,Individual,1st owner,75000,83437.0,11,15,6818.182,568.182,Honda
607,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,35000,87719.0,8,7,4375.0,364.583,Honda
608,Hero Glamour FI,30900.0,2014,Individual,1st owner,25000,71150.0,11,5,2272.727,189.394,Hero
609,Bajaj Avenger [2015],65000.0,2010,Individual,1st owner,20000,75502.0,15,4,1333.333,111.111,Bajaj
610,Hero Honda Splendor Plus,15000.0,2006,Individual,1st owner,100000,,19,20,5263.158,438.597,Hero Honda
611,TVS Apache RTR 160,89999.0,2019,Individual,1st owner,6400,,6,2,1066.667,88.889,TVS
612,Hero Honda Splendor Plus,17600.0,2006,Individual,1st owner,52000,,19,11,2736.842,228.07,Hero Honda
613,Bajaj Platina 100,17000.0,2007,Individual,1st owner,16000,,18,4,888.889,74.074,Bajaj
614,Yamaha FZ25,90000.0,2018,Individual,1st owner,8200,132680.0,7,2,1171.429,97.619,Yamaha
615,Bajaj Pulsar 150 [2001-2011],35000.0,2010,Individual,1st owner,60000,,15,12,4000.0,333.333,Bajaj
616,Yamaha YZF R15 S,70000.0,2017,Individual,1st owner,16000,117926.0,8,4,2000.0,166.667,Yamaha
617,Bajaj Discover 125,15000.0,2011,Individual,1st owner,47000,57549.0,14,10,3357.143,279.762,Bajaj
618,Hero Passion PRO i3s,35000.0,2016,Individual,1st owner,18000,54475.0,9,4,2000.0,166.667,Hero
619,Honda Activa [2000-2015],15000.0,2006,Individual,1st owner,50000,50267.0,19,10,2631.579,219.298,Honda
620,Bajaj Discover 125,50000.0,2018,Individual,1st owner,6000,60122.0,7,2,857.143,71.429,Bajaj
621,Suzuki Gixxer [2014-2018],69000.0,2017,Individual,1st owner,20000,82813.0,8,4,2500.0,208.333,Suzuki
622,TVS Wego,15000.0,2011,Individual,1st owner,65000,54760.0,14,13,4642.857,386.905,TVS
623,Bajaj Discover 150,25000.0,2008,Individual,1st owner,25000,54299.0,17,5,1470.588,122.549,Bajaj
624,Suzuki Access 125 [2007-2016],30000.0,2012,Individual,1st owner,23000,58314.0,13,5,1769.231,147.436,Suzuki
625,Hero Karizma 2014,45000.0,2014,Individual,1st owner,5555,86744.0,11,2,505.0,42.083,Hero
626,Hero CD Deluxe,35000.0,2016,Individual,1st owner,38000,,9,8,4222.222,351.852,Hero
627,Yamaha Fazer 25,120000.0,2018,Individual,1st owner,6000,142680.0,7,2,857.143,71.429,Yamaha
628,Hero Splendor Plus,25000.0,2015,Individual,1st owner,45000,,10,9,4500.0,375.0,Hero
629,Yamaha YZF R15 [2011-2018],80000.0,2017,Individual,1st owner,27000,118997.0,8,6,3375.0,281.25,Yamaha
630,Hero Honda Splendor Plus,10000.0,2007,Individual,1st owner,98000,,18,20,5444.444,453.704,Hero Honda
631,TVS Apache RTR 160,70000.0,2018,Individual,1st owner,16000,,7,4,2285.714,190.476,TVS
632,Bajaj Pulsar 150,35000.0,2011,Individual,1st owner,50000,,14,10,3571.429,297.619,Bajaj
633,Hero Glamour 125,40000.0,2015,Individual,1st owner,71250,61600.0,10,15,7125.0,593.75,Hero
634,Hero Honda Passion Plus,20000.0,2006,Individual,1st owner,28000,,19,6,1473.684,122.807,Hero Honda
635,Honda CB Twister,30000.0,2012,Individual,1st owner,50000,57241.0,13,10,3846.154,320.513,Honda
636,Bajaj CT 100,8000.0,2005,Individual,2nd owner,82000,,20,17,4100.0,341.667,Bajaj
637,Bajaj Pulsar 220 DTS-i,65000.0,2013,Individual,1st owner,6409,,12,2,534.083,44.507,Bajaj
638,Hero Honda Super Splendor [2005],20000.0,2008,Individual,1st owner,54000,,17,11,3176.471,264.706,Hero Honda
639,Honda CB Trigger,45000.0,2013,Individual,1st owner,20000,76572.0,12,4,1666.667,138.889,Honda
640,Hero Hunk,35000.0,2013,Individual,1st owner,50000,78513.0,12,10,4166.667,347.222,Hero
641,Bajaj Discover 150,25000.0,2011,Individual,1st owner,52000,54299.0,14,11,3714.286,309.524,Bajaj
642,TVS Apache RTR 160,15000.0,2009,Individual,4th owner,880000,,16,176,55000.0,4583.333,TVS
643,Hero Xtreme Sports,65000.0,2017,Individual,1st owner,23000,78350.0,8,5,2875.0,239.583,Hero
644,Bajaj Avenger [2015],45000.0,2011,Individual,1st owner,35000,75502.0,14,7,2500.0,208.333,Bajaj
645,Honda Activa 125,45000.0,2017,Individual,1st owner,49000,,8,10,6125.0,510.417,Honda
646,Bajaj Pulsar 220F,50000.0,2011,Individual,2nd owner,55000,,14,11,3928.571,327.381,Bajaj
647,Bajaj Pulsar NS200,85000.0,2018,Individual,2nd owner,15100,,7,4,2157.143,179.762,Bajaj
648,Hero Honda Splendor,25000.0,2008,Individual,1st owner,38000,,17,8,2235.294,186.274,Hero Honda
649,Honda CB Unicorn 150,60000.0,2017,Individual,1st owner,12652,74295.0,8,3,1581.5,131.792,Honda
650,Suzuki Gixxer SF Fi,100000.0,2019,Individual,1st owner,7000,103170.0,6,2,1166.667,97.222,Suzuki
651,KTM RC 200,180000.0,2019,Individual,2nd owner,13800,,6,3,2300.0,191.667,KTM
652,Bajaj Discover 100,25000.0,2010,Individual,2nd owner,28000,42859.0,15,6,1866.667,155.556,Bajaj
653,TVS Wego,15000.0,2011,Individual,2nd owner,20000,54760.0,14,4,1428.571,119.048,TVS
654,Honda CB Hornet 160R,60000.0,2017,Individual,2nd owner,16008,92210.0,8,4,2001.0,166.75,Honda
655,Yamaha YZF R15 S,75000.0,2018,Individual,1st owner,36000,117926.0,7,8,5142.857,428.571,Yamaha
656,Hero CBZ,35000.0,2010,Individual,1st owner,36000,,15,8,2400.0,200.0,Hero
657,TVS Scooty Zest 110,55000.0,2018,Individual,1st owner,380,53751.0,7,1,54.286,4.524,TVS
658,Yamaha FZ S V 2.0,85000.0,2018,Individual,1st owner,50000,87042.0,7,10,7142.857,595.238,Yamaha
659,Hero Honda Glamour,35000.0,2012,Individual,1st owner,30000,,13,6,2307.692,192.308,Hero Honda
660,Hero Honda CBZ extreme,35000.0,2011,Individual,1st owner,35000,,14,7,2500.0,208.333,Hero Honda
661,Yamaha FZ S V 2.0,60000.0,2017,Individual,1st owner,14500,84042.0,8,3,1812.5,151.042,Yamaha
662,Suzuki Access 125,40000.0,2017,Individual,1st owner,15000,,8,3,1875.0,156.25,Suzuki
663,Bajaj Pulsar 150,30000.0,2010,Individual,1st owner,54000,,15,11,3600.0,300.0,Bajaj
664,Bajaj Pulsar NS160,80000.0,2018,Individual,1st owner,11000,,7,3,1571.429,130.952,Bajaj
665,Hero Splendor PRO,24000.0,2011,Individual,1st owner,43000,51994.0,14,9,3071.429,255.952,Hero
666,Honda Shine,18000.0,2010,Individual,1st owner,15000,,15,3,1000.0,83.333,Honda
667,Hero Passion Pro 110,20000.0,2008,Individual,3rd owner,40000,,17,8,2352.941,196.078,Hero
668,Yamaha FZ16,40000.0,2016,Individual,1st owner,93000,78712.0,9,19,10333.333,861.111,Yamaha
669,Suzuki Access 125,20000.0,2012,Individual,1st owner,24000,,13,5,1846.154,153.846,Suzuki
670,TVS Jupiter,70000.0,2018,Individual,1st owner,14000,,7,3,2000.0,166.667,TVS
671,Hero Passion Pro 110,50000.0,2019,Individual,1st owner,29442,,6,6,4907.0,408.917,Hero
672,Yamaha FZ S V 2.0,75000.0,2017,Individual,1st owner,20000,84042.0,8,4,2500.0,208.333,Yamaha
673,Honda Livo,25000.0,2015,Individual,1st owner,30000,,10,6,3000.0,250.0,Honda
674,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,38000,87543.0,8,8,4750.0,395.833,Honda
675,Honda Activa 125 [2016-2017],55000.0,2018,Individual,1st owner,18000,61545.0,7,4,2571.429,214.286,Honda
676,Honda Activa 5G,51000.0,2018,Individual,1st owner,14000,59422.0,7,3,2000.0,166.667,Honda
677,Yamaha Saluto,74000.0,2019,Individual,1st owner,13000,59844.0,6,3,2166.667,180.556,Yamaha
678,Yamaha FZ S V 2.0,65000.0,2017,Individual,1st owner,42000,84042.0,8,9,5250.0,437.5,Yamaha
679,Bajaj Avenger Street 150 [2018],60000.0,2016,Individual,2nd owner,27000,80435.0,9,6,3000.0,250.0,Bajaj
680,Bajaj Pulsar 220F,110000.0,2019,Individual,1st owner,4000,,6,1,666.667,55.556,Bajaj
681,Yamaha YZF R15 [2011-2018],50000.0,2014,Individual,1st owner,1200,118997.0,11,1,109.091,9.091,Yamaha
682,TVS Apache RTR 160 4V,85009.0,2018,Individual,1st owner,7500,,7,2,1071.429,89.286,TVS
683,Hero Passion Pro 110,60000.0,2013,Individual,1st owner,15000,,12,3,1250.0,104.167,Hero
684,Bajaj Pulsar 150,25000.0,2013,Individual,2nd owner,70000,,12,14,5833.333,486.111,Bajaj
685,TVS Apache RTR 160 4V,75000.0,2019,Individual,1st owner,12657,,6,3,2109.5,175.792,TVS
686,Honda CB Unicorn 150,30000.0,2010,Individual,1st owner,69000,74295.0,15,14,4600.0,383.333,Honda
687,Honda Activa [2000-2015],16600.0,2010,Individual,1st owner,100000,50267.0,15,20,6666.667,555.556,Honda
688,Honda Activa 3G,30000.0,2015,Individual,1st owner,18000,54605.0,10,4,1800.0,150.0,Honda
689,Honda Shine,20000.0,2007,Individual,1st owner,80000,,18,16,4444.444,370.37,Honda
690,Honda Activa 5G,62000.0,2019,Individual,1st owner,11200,59422.0,6,3,1866.667,155.556,Honda
691,Bajaj Avenger Street 220,60000.0,2016,Individual,1st owner,17000,95955.0,9,4,1888.889,157.407,Bajaj
692,Hero Xtreme [2013-2014],45000.0,2014,Individual,1st owner,56420,72492.0,11,12,5129.091,427.424,Hero
693,Yamaha FZ S [2012-2016],40000.0,2011,Individual,1st owner,82000,79432.0,14,17,5857.143,488.095,Yamaha
694,Suzuki Intruder 150,75000.0,2018,Individual,1st owner,10000,,7,2,1428.571,119.048,Suzuki
695,Yamaha Fazer [2009-2016],50000.0,2012,Individual,1st owner,100000,84751.0,13,20,7692.308,641.026,Yamaha
696,Bajaj Pulsar RS 200,105000.0,2017,Individual,1st owner,18345,,8,4,2293.125,191.094,Bajaj
697,Bajaj Discover 135,30000.0,2009,Individual,1st owner,20000,,16,4,1250.0,104.167,Bajaj
698,Hero Honda CBZ,10000.0,2000,Individual,4th owner,48000,,25,10,1920.0,160.0,Hero Honda
699,Bajaj Pulsar 135 LS,45000.0,2014,Individual,1st owner,14000,64589.0,11,3,1272.727,106.061,Bajaj
700,Yamaha Fazer 25,145000.0,2018,Individual,2nd owner,4100,142680.0,7,1,585.714,48.81,Yamaha
701,Honda CB Unicorn 150,45000.0,2016,Individual,2nd owner,50000,74295.0,9,10,5555.556,462.963,Honda
702,Honda Activa 5G,65000.0,2019,Individual,1st owner,3025,59422.0,6,1,504.167,42.014,Honda
703,Bajaj Pulsar 135 LS,20000.0,2011,Individual,1st owner,60000,64589.0,14,12,4285.714,357.143,Bajaj
704,Hero Duet,37000.0,2016,Individual,1st owner,6000,50280.0,9,2,666.667,55.556,Hero
705,Hero Splendor NXG,18000.0,2011,Individual,1st owner,35000,44814.0,14,7,2500.0,208.333,Hero
706,Hero Glamour 125,25000.0,2013,Individual,1st owner,50000,61600.0,12,10,4166.667,347.222,Hero
707,Honda Activa 5G,46000.0,2018,Individual,1st owner,10000,57557.0,7,2,1428.571,119.048,Honda
708,Yamaha Fascino 110,55000.0,2019,Individual,1st owner,7000,57112.0,6,2,1166.667,97.222,Yamaha
709,Bajaj V15,40000.0,2016,Individual,1st owner,34000,67187.0,9,7,3777.778,314.815,Bajaj
710,Hero Honda Passion PRO [2012],25000.0,2012,Individual,2nd owner,20000,,13,4,1538.462,128.205,Hero Honda
711,Honda Activa [2000-2015],25000.0,2012,Individual,1st owner,38000,50267.0,13,8,2923.077,243.59,Honda
712,Bajaj Xcd,15000.0,2008,Individual,1st owner,100000,,17,20,5882.353,490.196,Bajaj
713,Bajaj Pulsar NS160,70000.0,2018,Individual,1st owner,20000,,7,4,2857.143,238.095,Bajaj
714,Honda CB Hornet 160R,70000.0,2017,Individual,1st owner,240000,92210.0,8,48,30000.0,2500.0,Honda
715,Yamaha RXG,25000.0,1997,Individual,1st owner,45354,,28,10,1619.786,134.982,Yamaha
716,TVS Streak,10000.0,2009,Individual,1st owner,100000,,16,20,6250.0,520.833,TVS
717,Bajaj Pulsar RS 200,80000.0,2015,Individual,1st owner,32000,,10,7,3200.0,266.667,Bajaj
718,Yamaha Alpha,25000.0,2015,Individual,2nd owner,14000,54253.0,10,3,1400.0,116.667,Yamaha
719,Honda Livo,35000.0,2016,Individual,1st owner,70000,,9,14,7777.778,648.148,Honda
720,Mahindra Gusto,25000.0,2016,Individual,1st owner,13500,51185.0,9,3,1500.0,125.0,Mahindra
721,Bajaj Discover 125,26000.0,2012,Individual,1st owner,75000,57549.0,13,15,5769.231,480.769,Bajaj
722,Hero Glamour 125,15000.0,2011,Individual,1st owner,75000,61600.0,14,15,5357.143,446.429,Hero
723,Honda CB Unicorn 160,50000.0,2017,Individual,1st owner,52000,77545.0,8,11,6500.0,541.667,Honda
724,Hero Pleasure,26500.0,2013,Individual,1st owner,18860,49600.0,12,4,1571.667,130.972,Hero
725,Royal Enfield Classic 350,135000.0,2017,Individual,1st owner,2700,,8,1,337.5,28.125,Royal Enfield
726,Honda CB Hornet 160R,80000.0,2016,Individual,1st owner,100000,92661.0,9,20,11111.111,925.926,Honda
727,Bajaj CT 100,30000.0,2016,Individual,1st owner,38500,,9,8,4277.778,356.482,Bajaj
728,Yamaha FZ S V 2.0,90000.0,2018,Individual,1st owner,10500,87042.0,7,3,1500.0,125.0,Yamaha
729,Bajaj Pulsar 180,85000.0,2016,Individual,1st owner,35000,85011.0,9,7,3888.889,324.074,Bajaj
730,Hero Glamour 125,54000.0,2013,Individual,1st owner,17000,61600.0,12,4,1416.667,118.056,Hero
731,Bajaj CT 100,42000.0,2019,Individual,1st owner,2900,,6,1,483.333,40.278,Bajaj
732,Bajaj Discover 100 T,25000.0,2014,Individual,1st owner,30000,47032.0,11,6,2727.273,227.273,Bajaj
733,TVS Star City Plus,50000.0,2016,Individual,2nd owner,14000,,9,3,1555.556,129.63,TVS
734,Honda CB Unicorn 150,55000.0,2014,Individual,1st owner,10000,74295.0,11,2,909.091,75.758,Honda
735,Hero Passion PRO TR,35000.0,2014,Individual,1st owner,9556,54586.0,11,2,868.727,72.394,Hero
736,Honda CB Shine SP,50000.0,2018,Individual,1st owner,37000,64750.0,7,8,5285.714,440.476,Honda
737,Bajaj V15,45000.0,2015,Individual,1st owner,2700,65626.0,10,1,270.0,22.5,Bajaj
738,Bajaj V15,45000.0,2016,Individual,1st owner,36000,67187.0,9,8,4000.0,333.333,Bajaj
739,Bajaj Discover 100,28000.0,2015,Individual,2nd owner,52000,42859.0,10,11,5200.0,433.333,Bajaj
740,Royal Enfield Electra 4 S,80000.0,2013,Individual,1st owner,46000,,12,10,3833.333,319.444,Royal Enfield
741,KTM 200 Duke,130000.0,2016,Individual,1st owner,12000,,9,3,1333.333,111.111,KTM
742,Bajaj Pulsar 220F,120000.0,2019,Individual,1st owner,6500,,6,2,1083.333,90.278,Bajaj
743,Suzuki GS150R,27000.0,2012,Individual,1st owner,14100,70851.0,13,3,1084.615,90.385,Suzuki
